date,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
,,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
12/14/2022,2.3268,0.0617,0.039,0.0095,-0.037,0.0254,-0.0137,0.0299,-0.0455,0.0016,0.06,0.0419,0.0645,0.0997,0.0657,0.0628,0.0634,0.0742,0.043,0.0799,0.0685,0.0736,0.0413,0.0379,0.0447,0.1128,0.0668,-0.0223,0.0884,0.0407,0.0799,0.0975,0.1054,0.0918,0.106,0.085,0.0753,0.077,0.0299,-0.2016,-0.042,0.0481,0.1094,0.0657,0.0543,0.026,0.056,0.0748,0.1099
12/13/2022,3.376,0.0599,0.0922,0.1005,0.0206,-0.0479,0.0474,0.0543,0.0714,0.0992,0.0501,0.0548,0.0931,0.1158,0.1066,0.0844,0.0945,0.1084,0.1107,0.0853,0.0677,0.07,0.0612,0.0867,0.1121,0.1227,0.0816,0.0289,0.1177,0.0987,0.0894,0.0996,0.0931,0.1306,0.1047,0.1278,0.0876,0.082,0.0807,-0.2911,-0.0927,0.1126,0.033,0.0765,0.119,0.0575,0.0474,0.0599,0.1098
12/12/2022,4.5238,0.0857,0.0808,0.0836,0.0481,0.0593,0.0224,0.0523,0.0377,0.0669,0.0846,0.0492,0.1159,0.1232,0.0944,0.1138,0.0881,0.1187,0.1183,0.0996,0.0937,0.1107,0.1197,0.0919,0.0898,0.1284,0.1253,0.0669,0.1302,0.0773,0.1041,0.1149,0.1225,0.1375,0.1166,0.1183,0.1208,0.1274,0.1072,-0.0634,0.0363,0.0829,0.1083,0.1263,0.1232,0.1149,0.125,0.1204,0.1041
12/11/2022,0.5532,0.0483,0.0445,-0.0031,-0.1342,-0.1357,-0.1014,-0.0754,-0.0061,0.0483,-0.0687,0.0617,-0.0165,0.0416,0.0542,-0.0001,0.0713,0.0475,0.0162,0.0356,0.0282,0.017,0.0654,0.0401,-0.024,0.0148,0.0676,0.0535,0.0676,0.0058,0.0185,0.087,0.0535,0.0929,0.1063,0.0602,0.0378,0.046,0.0326,-0.3315,-0.1156,0.049,-0.0068,0.0862,0.0222,0.0259,-0.0284,0.0036,0.0498
12/10/2022,2.7918,0.0719,0.0708,0.0391,-0.0115,-0.0099,-0.0307,0.0198,-0.0156,0.0688,0.101,-0.0364,0.0953,0.0729,0.1057,0.0682,0.0745,0.1036,0.0865,0.0802,0.0932,0.1021,0.1156,0.038,0.062,0.113,0.1021,0.1115,0.1063,0.0422,0.0682,0.1135,0.1234,0.0995,0.1203,0.099,0.0766,0.037,0.0974,-0.3586,-0.131,0.0964,0.0146,0.0922,0.1,0.0656,0.0714,0.0984,0.0677
12/9/2022,2.7813,0.0952,0.0722,0.0858,0.0279,0.0378,0.0602,-0.0061,0.0404,-0.0061,0.0576,-0.0228,0.0706,0.092,0.0879,0.0806,0.0508,0.0508,0.1046,0.055,0.0795,0.0889,0.0586,0.0748,0.0284,0.0769,0.0967,0.0654,0.0915,0.0539,0.0806,0.0931,0.1207,0.09,0.126,0.0941,0.0962,0.0477,0.055,-0.2287,-0.0574,0.0393,0.0644,0.0926,0.0941,0.0753,0.0305,0.0654,0.0534
12/8/2022,3.7124,0.0638,0.0638,0.0706,0.0295,-0.0314,0.0805,0.062,0.0385,0.0475,0.0333,0.0916,0.0831,0.0861,0.1075,0.1049,0.1032,0.0848,0.1122,0.0809,0.0723,0.1084,0.1019,0.1169,0.1186,0.0878,0.0848,0.1156,0.1118,0.0518,0.1015,0.1367,0.0976,0.1195,0.1272,0.1062,0.1036,0.1152,0.0891,-0.274,-0.083,0.0698,0.0728,0.1251,0.1212,0.0899,0.1023,0.0869,0.1225
12/7/2022,2.7761,0.0538,0.0293,0.0883,-0.0266,0.0235,-0.0256,0.0423,-0.001,0.034,0.0831,-0.0365,0.0507,0.0925,0.0826,0.0544,0.0914,0.0669,0.1019,0.0591,0.0491,0.0611,0.0784,0.0982,0.0773,0.1197,0.0841,0.0444,0.1056,0.0115,0.0627,0.0977,0.1097,0.1129,0.0961,0.1024,0.0841,0.0726,0.0758,-0.2038,-0.0433,0.08,0.1071,0.0732,0.0747,0.0507,0.0894,0.0836,0.057
12/6/2022,2.7556,0.0529,0.0518,0.0644,0.0455,-0.0877,0.0581,-0.0148,-0.051,0.098,0.0114,0.0183,0.055,0.0775,0.0571,0.0995,0.0728,0.0943,0.0885,0.0487,0.077,0.0833,0.0864,0.0649,0.1137,0.0985,0.0927,0.0833,0.1142,0.0471,0.0702,0.1132,0.121,0.1273,0.1111,0.0885,0.0864,0.0371,0.1085,-0.2364,-0.0617,0.0434,0.0592,0.0508,0.056,0.0413,0.0539,0.0969,0.0875
12/5/2022,2.9936,0.055,0.067,0.0951,0.026,-0.0486,-0.0191,0.0285,0.038,0.0841,0.0971,0.057,0.0465,0.1076,0.0931,0.0755,0.061,0.07,0.071,0.0971,0.0911,0.0936,0.0455,0.0345,0.1156,0.0946,0.1016,0.0891,0.1031,0.0846,0.0635,0.1221,0.1051,0.0981,0.1236,0.1246,0.0811,0.0725,0.051,-0.3152,-0.1064,0.0821,0.0896,0.073,0.07,0.0755,0.0776,0.0475,0.1031
12/4/2022,2.9004,0.0341,0.0529,0.0698,0.0529,-0.0317,0.0468,-0.0378,0.0407,0.0213,0.0927,0.0963,0.0249,0.0703,0.0973,0.0494,0.08,0.0504,0.0805,0.0468,0.0463,0.0927,0.0693,0.0412,0.0361,0.0682,0.105,0.0137,0.0958,0.002,0.0739,0.108,0.1289,0.1162,0.1279,0.1228,0.0943,0.0846,0.0754,-0.1279,-0.0003,0.056,0.0677,0.0851,0.0733,0.0912,0.0779,0.0606,0.0769
