date,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
,,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
12/14/2022,1.6632,-0.0032,0.0235,0.0868,-0.0589,-0.052,0.0165,0.012,-0.0437,-0.0298,0.0691,-0.0735,0.0875,0.0425,0.0665,0.0292,0.0127,0.09,0.0304,0.0741,0.0158,0.0659,0.0564,-0.0025,0.0298,0.1046,0.0304,0.09,0.0906,-0.0127,0.0818,0.0989,0.1071,0.09,0.0767,0.1046,0.0792,0.0431,0.0621,0.0371,-0.4433,0.0241,0.0076,0.0729,0.0989,0.0412,0.0767,0.0608,0.0957
12/13/2022,2.4126,0.0678,0.0443,0.0823,0.0102,-0.063,-0.0535,0.0577,-0.0367,-0.0032,0.0868,0.0281,0.0303,0.0817,0.07,0.1007,0.1007,0.0784,0.094,0.0722,0.0292,0.0633,0.1074,0.0773,0.0555,0.0885,0.0739,0.0823,0.1041,0.0013,0.0471,0.0963,0.0907,0.0873,0.1013,0.103,0.0901,0.0979,0.0499,0.0424,-0.4181,0.089,0.1069,0.046,0.0611,0.0415,0.0315,0.0404,0.0767
12/12/2022,3.2341,0.1057,0.078,0.0847,-0.004,0.0194,0.0728,-0.023,0.0518,0.088,0.0823,0.0037,0.0871,0.0699,0.0947,0.0747,0.0742,0.1033,0.0952,0.0523,0.0771,0.0609,0.0542,0.0833,0.1104,0.1176,0.1152,0.0513,0.1033,0.028,0.0828,0.1276,0.0961,0.1171,0.0947,0.1085,0.0828,0.1042,0.0756,0.0673,-0.3011,0.037,0.0599,0.1161,0.067,0.0933,0.058,0.0666,0.0685
12/11/2022,0.3956,0.0404,0.0549,-0.0151,-0.1276,-0.117,-0.0904,-0.1162,-0.0965,-0.0212,-0.0919,0.0359,0.0724,0.0138,0.0602,0.042,-0.0098,0.0328,0.0556,0.0488,-0.0029,0.0496,-0.0128,0.0777,0.0906,0.0161,0.0534,0.026,0.0899,0.0526,0.0587,0.0716,0.1013,0.1074,0.1066,0.064,0.0526,0.0473,0.0343,-0.0147,-0.6869,-0.009,0.0237,0.0663,0.0511,0.045,0.0503,0.0169,-0.0022
12/10/2022,1.9956,0.0496,0.0808,0.025,-0.0405,-0.1378,-0.0369,-0.0435,-0.0207,0.0724,0.0358,-0.0411,0.0874,0.0718,0.0724,0.0316,0.0784,0.0646,0.0634,0.04,0.0292,0.0922,0.0406,0.028,0.0088,0.091,0.0922,-0.0171,0.0952,-0.0081,0.0664,0.0784,0.0862,0.0778,0.088,0.0718,0.0724,0.0742,0.103,0.0928,-0.181,0.0063,0.1072,0.019,0.1,0.0268,0.0418,0.0862,0.0736
12/9/2022,1.9879,0.0458,0.0416,0.0861,-0.0269,0.0266,-0.0528,0.0164,-0.0119,0.0981,0.0597,0.0506,0.0134,0.0741,0.0957,0.0506,0.0224,0.0813,0.0218,0.0368,0.0699,0.0326,0.0987,0.0951,0.0705,0.0542,0.0368,-0.0113,0.0849,0.0332,0.0669,0.0861,0.0831,0.1005,0.0717,0.0879,0.0837,0.0951,0.0753,0.0056,-0.5915,0.0831,0.0759,0.0921,0.0488,0.0338,0.0705,0.044,0.0813
12/8/2022,2.6531,0.0282,0.0426,0.0186,0.0164,0.0041,0.048,0.0389,0.0255,0.0752,0.0827,-0.0028,0.087,0.079,0.0597,0.0555,0.071,0.0742,0.103,0.0838,0.0656,0.1057,0.0838,0.0394,0.0763,0.0736,0.0881,0.1014,0.1132,0.0132,0.0656,0.1057,0.1041,0.1169,0.0822,0.1207,0.0768,0.0774,0.0506,0.0113,-0.5645,0.0539,0.1111,0.1046,0.0683,0.0833,0.0891,0.0854,0.0597
12/7/2022,1.9848,0.0187,0.0746,0.0175,0.0115,0.0163,0.0433,0.0548,0.0536,0.0217,0.0716,-0.0421,0.0121,0.0488,0.0812,0.0584,0.0229,0.0241,0.0181,0.0325,0.0415,0.0572,0.047,0.0969,0.0734,0.0638,0.1029,-0.0186,0.0861,-0.0102,0.05,0.0734,0.0831,0.1228,0.1222,0.1155,0.0824,0.0764,0.1017,0.0111,-0.5656,0.0295,0.1005,0.0879,0.0241,0.0843,0.0873,0.0542,0.0644
12/6/2022,1.9698,0.0654,0.0165,0.0032,-0.0685,-0.0287,-0.0516,0.0587,0.0328,0.0642,0.0473,0.0581,0.0847,0.0503,0.0533,0.0756,0.0684,0.0931,0.072,0.072,0.04,0.072,0.0322,0.081,0.0117,0.1003,0.0804,-0.0215,0.081,0.069,0.072,0.1166,0.078,0.11,0.0895,0.0828,0.069,0.0611,0.0286,0.0228,-0.5102,0.0298,0.0455,0.0515,0.0678,0.0708,0.0491,0.0623,0.0599
