date,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
,,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
12/14/2022,2.2327,0.019,0.0802,0.064,-0.0502,0.0069,0.0156,-0.0692,-0.0583,0.098,-0.0098,0.0023,0.1009,0.0588,0.0986,0.0473,0.09,0.0571,0.0352,0.0507,0.0588,0.0894,0.0819,0.0992,0.064,0.0836,0.0698,-0.0248,0.105,0.0259,0.0738,0.0934,0.0755,0.1159,0.0865,0.1009,0.0686,0.0242,0.0998,-0.3591,-0.0279,0.0605,0.0952,0.0998,0.0323,0.0877,0.0484,0.0969,0.0704
12/13/2022,3.2402,0.0453,0.0672,0.0991,0.0158,-0.0747,0.0372,-0.0156,-0.0047,0.0653,0.0491,0.0362,0.1057,0.1105,0.0705,0.0848,0.0853,0.0515,0.0848,0.0829,0.061,0.0677,0.0953,0.0667,0.0762,0.1238,0.0981,0.0934,0.1129,0.0386,0.0991,0.1343,0.11,0.1019,0.1253,0.1019,0.0862,0.0791,0.1038,-0.1908,0.0344,0.0896,0.081,0.1205,0.0562,0.0753,0.0891,0.0543,0.0591
12/12/2022,4.3414,0.0986,0.1147,0.0895,0.0196,0.0002,0.0891,0.0361,0.0507,0.11,0.0554,0.0591,0.1129,0.092,0.1242,0.0946,0.0957,0.1045,0.1209,0.0986,0.0909,0.1231,0.0822,0.1092,0.1308,0.1074,0.1004,0.1206,0.1195,0.0423,0.0964,0.1213,0.1242,0.1118,0.129,0.1304,0.11,0.1206,0.0946,-0.1621,0.045,0.0997,0.1312,0.0767,0.1228,0.0957,0.0854,0.0902,0.1257
12/11/2022,0.5311,0.0255,0.0262,0.0531,-0.0462,-0.0656,-0.0387,0.015,-0.1134,0.08,-0.0746,0.0614,-0.0044,0.0561,0.0584,0.0009,0.0651,0.0733,0.0726,0.0487,0.0636,0.0501,-0.0118,0.0621,0.092,0.0292,0.0882,-0.0006,0.086,0.0218,0.0143,0.0666,0.0965,0.0651,0.1017,0.0867,0.0434,0.0554,0.0882,-0.837,-0.2047,-0.0036,0.0128,-0.0014,0.0442,0.0106,0.0412,0.0031,0.074
12/10/2022,2.6795,0.0251,0.0709,0.0932,-0.0073,0.0496,0.0539,-0.0355,0.0677,0.0129,0.0273,0.0773,0.0491,0.0677,0.0842,0.0874,0.0847,0.0603,0.0539,0.0757,0.0432,0.0571,0.0533,0.0512,0.0491,0.1129,0.0592,0.0507,0.1023,0.0358,0.0837,0.097,0.0879,0.0842,0.0842,0.0821,0.073,0.0916,0.0704,-0.2699,0.0051,0.0805,0.1002,0.0576,0.0991,0.0688,0.065,0.056,0.0501
12/9/2022,2.6691,0.1016,0.0345,0.059,0.0041,0.0515,0.0355,0.0131,0.0355,0.0712,0.0355,0.0083,0.0435,0.1006,0.0904,0.0505,0.0771,0.0659,0.0601,0.0739,0.0377,0.0521,0.0787,0.1027,0.0787,0.0803,0.1096,0.107,0.0947,0.0393,0.084,0.0846,0.0878,0.0952,0.1235,0.1171,0.0899,0.0387,0.0681,-0.3991,-0.0427,0.1064,0.0371,0.0622,0.1091,0.0451,0.0254,0.0851,0.059
12/8/2022,3.5624,0.0739,0.065,0.117,0.0349,-0.0175,0.0353,0.0011,0.0358,0.0553,0.014,0.0886,0.0531,0.1085,0.0886,0.109,0.077,0.1037,0.089,0.0983,0.0828,0.0775,0.0912,0.0943,0.0469,0.0788,0.0841,0.1103,0.113,0.0628,0.0983,0.1267,0.097,0.0997,0.1116,0.1165,0.089,0.0602,0.0832,-0.1935,0.0334,0.1108,0.0952,0.0588,0.0939,0.101,0.1032,0.0917,0.1134
12/7/2022,2.6645,0.0584,0.0306,0.0829,0.0301,-0.067,0.0039,0.0397,-0.0307,-0.0142,0.0029,0.0861,0.0701,0.0834,0.0578,0.0653,0.0418,0.0664,0.0813,0.0744,0.0877,0.0802,0.0733,0.0584,0.061,0.1133,0.0914,0.0621,0.1122,0.0087,0.0584,0.1181,0.0829,0.1181,0.117,0.0973,0.092,0.0861,0.0578,-0.2547,0.0107,0.0962,0.0194,0.0445,0.1048,0.0786,0.084,0.0834,0.0584
12/6/2022,2.6448,0.0467,0.0515,0.1056,0.0483,0.0344,-0.0475,0.074,0.0574,0.0719,0.0322,-0.0202,0.058,0.1013,0.0617,0.0997,0.0633,0.1013,0.0676,0.0708,0.0917,0.0596,0.0697,0.0665,0.0976,0.0665,0.0853,0.0419,0.0901,0.0408,0.0751,0.1238,0.081,0.1217,0.0928,0.1094,0.0842,0.059,0.0788,-0.4087,-0.0462,0.0467,0.0446,0.0446,0.1078,0.0692,0.0622,0.0462,0.0649
